Domain,base_host,CSE_Score,CSE_Match,Lexical_Score,CSE_Similarity,risk_bucket,reason
onlyspins.bet,onlyspins.bet,0.3023,SBI,0.0795,0.6364,low,lexical+cse
brankomolinari.com.ar,brankomolinari.com.ar,0.354,BoB,0.2263,0.5455,low,lexical+cse
negocioesaltoalto.com.br,negocioesaltoalto.com.br,0.3017,ICICI,0.2436,0.3889,low,lexical+cse
m07.online,m07.online,0.3116,SBI,0.0983,0.6316,low,lexical+cse
binbirdijital.xyz,binbirdijital.xyz,0.3115,PNB,0.1991,0.48,low,lexical+cse
chronicallymejournal.com,chronicallymejournal.com,0.3512,NIC,0.1021,0.725,low,lexical+cse
integrapetoficial.com.br,integrapetoficial.com.br,0.3274,ICICI,0.2493,0.4444,low,lexical+cse
taurenoficial.com.br,taurenoficial.com.br,0.3404,ICICI,0.234,0.5,low,lexical+cse
ion55d.click,ion55d.click,0.3241,IOCL,0.2068,0.5,low,lexical+cse
mindexa.top,mindexa.top,0.3139,IOCL,0.1898,0.5,low,lexical+cse
vandp.co.th,vandp.co.th,0.3047,NIC,0.1941,0.4706,low,lexical+cse
punehomeopathyclinic.com,punehomeopathyclinic.com,0.3518,NIC,0.103,0.725,low,lexical+cse
ingenium-mechanical.com,ingenium-mechanical.com,0.3525,NIC,0.1006,0.7304,low,lexical+cse
vonwine.com.ar,vonwine.com.ar,0.3075,ICICI,0.2048,0.4615,low,lexical+cse
biznearme.xyz,biznearme.xyz,0.3144,SBI,0.1907,0.5,low,lexical+cse
nuviva.com.br,nuviva.com.br,0.3132,ICICI,0.202,0.48,low,lexical+cse
badassbigwavebitches.org,badassbigwavebitches.org,0.3526,SBI,0.1044,0.725,low,lexical+cse
3dtech-electronics.co.ke,3dtech-electronics.co.ke,0.4453,NIC,0.2588,0.725,low,lexical+cse
playcynical.com,playcynical.com,0.3659,NIC,0.0766,0.8,low,lexical+cse
aerokestrel.co.uk,aerokestrel.co.uk,0.3031,Airtel,0.2153,0.4348,low,lexical+cse
payone.top,payone.top,0.304,PNB,0.1733,0.5,low,lexical+cse
n4ieqo.top,n4ieqo.top,0.3165,PNB,0.1942,0.5,low,lexical+cse
autooccasionicomo.com,autooccasionicomo.com,0.3446,NIC,0.0791,0.7429,low,lexical+cse
thechroniceatery.com,thechroniceatery.com,0.3544,NIC,0.0907,0.75,low,lexical+cse
fencingcompanystafford.co.uk,fencingcompanystafford.co.uk,0.3216,ICICI,0.2693,0.4,low,lexical+cse
greenbriaranimalclinic.com,greenbriaranimalclinic.com,0.3452,NIC,0.0984,0.7154,low,lexical+cse
richminicc.store,richminicc.store,0.3633,NIC,0.0805,0.7875,low,lexical+cse
xunyuedianzi.xyz,xunyuedianzi.xyz,0.3065,IOCL,0.1908,0.48,low,lexical+cse
kgn-gouv.icu,kgn-gouv.icu,0.3356,NIC,0.189,0.5556,low,lexical+cse
submitgpt.xyz,submitgpt.xyz,0.317,SBI,0.195,0.5,low,lexical+cse
danasol.xyz,danasol.xyz,0.3108,IOCL,0.1847,0.5,low,lexical+cse
omnicsbio.com,omnicsbio.com,0.3713,SBI,0.0649,0.8308,low,lexical+cse
sfrishman.co.il,sfrishman.co.il,0.3281,IOCL,0.2136,0.5,low,lexical+cse
clinicadeheridasyostomias.com,clinicadeheridasyostomias.com,0.3478,NIC,0.1107,0.7034,low,lexical+cse
salaoartsoficial.com.br,salaoartsoficial.com.br,0.3245,ICICI,0.236,0.4571,low,lexical+cse
kandhelectronics.com,kandhelectronics.com,0.3601,NIC,0.1002,0.75,low,lexical+cse
blockinvesting.xyz,blockinvesting.xyz,0.3056,SBI,0.2131,0.4444,low,lexical+cse
ilyshaking.xyz,ilyshaking.xyz,0.3094,BoB,0.1956,0.48,low,lexical+cse
engdyang.icu,engdyang.icu,0.3017,IOCL,0.1853,0.4762,low,lexical+cse
yesmultimedia.co.in,yesmultimedia.co.in,0.3103,IOCL,0.2315,0.4286,low,lexical+cse
caminoprimitivo.com.ar,caminoprimitivo.com.ar,0.3019,ICICI,0.2286,0.4118,low,lexical+cse
mftenergy.co.uk,mftenergy.co.uk,0.3043,HDFC,0.2173,0.4348,low,lexical+cse
unicef-usa.org,unicef-usa.org,0.3811,NIC,0.0923,0.8143,low,lexical+cse
alsbigsalmon.com,alsbigsalmon.com,0.3649,SBI,0.0832,0.7875,low,lexical+cse
electricaldirectsolutions.co.uk,electricaldirectsolutions.co.uk,0.3145,ICICI,0.2703,0.381,low,lexical+cse
pinlisans.com.tr,pinlisans.com.tr,0.3208,IOCL,0.2147,0.48,low,lexical+cse
nessa.top,nessa.top,0.3169,PNB,0.1727,0.5333,low,lexical+cse
webprezonline.xyz,webprezonline.xyz,0.3053,SBI,0.2012,0.4615,low,lexical+cse
zzhnydxonline.top,zzhnydxonline.top,0.3053,SBI,0.2012,0.4615,low,lexical+cse
jonicaenergia.com,jonicaenergia.com,0.3614,NIC,0.0847,0.7765,low,lexical+cse
bobusbuilder.site,bobusbuilder.site,0.3607,BoB,0.0835,0.7765,low,lexical+cse
feticheempe.com.br,feticheempe.com.br,0.3176,ICICI,0.2182,0.4667,low,lexical+cse
ynotonline.com.co,ynotonline.com.co,0.3087,SBI,0.2068,0.4615,low,lexical+cse
legacymechanicaltx.com,legacymechanicaltx.com,0.3533,NIC,0.0979,0.7364,low,lexical+cse
fencingcompanyoldham.co.uk,fencingcompanyoldham.co.uk,0.304,ICICI,0.261,0.3684,low,lexical+cse
appliancerepairstalbans.co.uk,appliancerepairstalbans.co.uk,0.3068,ICICI,0.2657,0.3684,low,lexical+cse
pdfconvertor.xyz,pdfconvertor.xyz,0.3229,HDFC,0.2048,0.5,low,lexical+cse
minimundoskids.com.ar,minimundoskids.com.ar,0.3077,ICICI,0.23,0.4242,low,lexical+cse
chupins.com.br,chupins.com.br,0.3407,ICICI,0.2088,0.5385,low,lexical+cse
pcpclinictx.com,pcpclinictx.com,0.3645,NIC,0.0742,0.8,low,lexical+cse
meistr.com.br,meistr.com.br,0.3106,ICICI,0.1976,0.48,low,lexical+cse
84795g643.icu,84795g643.icu,0.3022,NIC,0.2932,0.3158,low,lexical+cse
nonclinicalcommunity.com,nonclinicalcommunity.com,0.3442,NIC,0.0904,0.725,low,lexical+cse
calcalist-conferences-2026.co.il,calcalist-conferences-2026.co.il,0.3038,SBI,0.3112,0.2927,low,lexical+cse
dpdafsz.click,dpdafsz.click,0.3049,HDFC,0.1907,0.4762,low,lexical+cse
lollibeautyclinic.com,lollibeautyclinic.com,0.3526,NIC,0.0925,0.7429,low,lexical+cse
restituija.com.br,restituija.com.br,0.3259,ICICI,0.2213,0.4828,low,lexical+cse
gabicare.dk,gabicare.dk,0.3108,SBI,0.0736,0.6667,low,lexical+cse
zn12ee.top,zn12ee.top,0.3257,PNB,0.2094,0.5,low,lexical+cse
sabranicommerce.com,sabranicommerce.com,0.3547,NIC,0.0859,0.7579,low,lexical+cse
news-biz.xyz,news-biz.xyz,0.3067,SBI,0.1937,0.4762,low,lexical+cse
cobttennic.vip,cobttennic.vip,0.3716,NIC,0.0765,0.8143,low,lexical+cse
clinicase.app,clinicase.app,0.3748,NIC,0.0709,0.8308,low,lexical+cse
bobousol.xyz,bobousol.xyz,0.4473,BoB,0.1789,0.85,low,lexical+cse
agatronic.com,agatronic.com,0.3774,NIC,0.0752,0.8308,low,lexical+cse
0ac8udic.top,0ac8udic.top,0.3036,ICICI,0.2162,0.4348,low,lexical+cse
sacinga.com.tr,sacinga.com.tr,0.3075,ICICI,0.2048,0.4615,low,lexical+cse
veronicafaith.com,veronicafaith.com,0.3654,NIC,0.0913,0.7765,low,lexical+cse
36aqokaa.icu,36aqokaa.icu,0.3036,NIC,0.2098,0.4444,low,lexical+cse
bluejeansbigband.nl,bluejeansbigband.nl,0.3565,SBI,0.0889,0.7579,low,lexical+cse
imperiummc.com.br,imperiummc.com.br,0.3179,ICICI,0.208,0.4828,low,lexical+cse
openbetonline.xyz,openbetonline.xyz,0.3026,SBI,0.1966,0.4615,low,lexical+cse
zodiacmechanic.com,zodiacmechanic.com,0.3566,NIC,0.0833,0.7667,low,lexical+cse
nicocardoso.com,nicocardoso.com,0.3637,NIC,0.0728,0.8,low,lexical+cse
heydaycommunications.com,heydaycommunications.com,0.3512,NIC,0.1021,0.725,low,lexical+cse
navyf2.icu,navyf2.icu,0.3045,NIC,0.1998,0.4615,low,lexical+cse
malaipondclinic.com,malaipondclinic.com,0.3529,NIC,0.0829,0.7579,low,lexical+cse
bioedgelongevityclinic.com,bioedgelongevityclinic.com,0.3483,NIC,0.1036,0.7154,low,lexical+cse
onlinesportsbooks.us.com,onlinesportsbooks.us.com,0.3401,SBI,0.2436,0.4848,low,lexical+cse
niceshopfb.com,niceshopfb.com,0.3764,NIC,0.0845,0.8143,low,lexical+cse
mihdyao.icu,mihdyao.icu,0.3108,IOCL,0.1847,0.5,low,lexical+cse
dowon.icu,dowon.icu,0.3036,NIC,0.1727,0.5,low,lexical+cse
arturogrossclinicadental.com,arturogrossclinicadental.com,0.3493,NIC,0.1108,0.7071,low,lexical+cse
paginaunica.site,paginaunica.site,0.3633,NIC,0.0805,0.7875,low,lexical+cse
kubet77.clinic,kubet77.clinic,0.3879,NIC,0.1037,0.8143,low,lexical+cse
indogokil.xyz,indogokil.xyz,0.3326,IOCL,0.1907,0.5455,low,lexical+cse
blankcraft.xyz,blankcraft.xyz,0.3044,BoB,0.1997,0.4615,low,lexical+cse
powerlinkbz.click,powerlinkbz.click,0.3061,SBI,0.2024,0.4615,low,lexical+cse
janicefosterrealty.com,janicefosterrealty.com,0.3564,NIC,0.103,0.7364,low,lexical+cse
bookchronicles.com,bookchronicles.com,0.3597,NIC,0.0883,0.7667,low,lexical+cse
techpromecanic.com,techpromecanic.com,0.3585,NIC,0.0864,0.7667,low,lexical+cse
turbogamingchronicles.com,turbogamingchronicles.com,0.3535,NIC,0.1092,0.72,low,lexical+cse
adfght.click,adfght.click,0.314,HDFC,0.19,0.5,low,lexical+cse
e242nk.icu,e242nk.icu,0.3194,NIC,0.2247,0.4615,low,lexical+cse
newgenmechanic.com,newgenmechanic.com,0.3564,NIC,0.0828,0.7667,low,lexical+cse
goldntonic.com,goldntonic.com,0.3707,NIC,0.075,0.8143,low,lexical+cse
vampireball.co.uk,vampireball.co.uk,0.3098,Airtel,0.2265,0.4348,low,lexical+cse
viagraonline.biz,viagraonline.biz,0.3072,SBI,0.0853,0.64,low,lexical+cse
icarq.xyz,icarq.xyz,0.3073,SBI,0.1789,0.5,low,lexical+cse
frimat.com.br,frimat.com.br,0.3106,ICICI,0.1976,0.48,low,lexical+cse
fingrow.click,fingrow.click,0.3026,IOCL,0.1907,0.4706,low,lexical+cse
ionica.online,ionica.online,0.3703,NIC,0.0633,0.8308,low,lexical+cse
slie.xyz,slie.xyz,0.317,SBI,0.1728,0.5333,low,lexical+cse
ativamodafit.com.br,ativamodafit.com.br,0.3149,ICICI,0.2237,0.4516,low,lexical+cse
nadclinic.ca,nadclinic.ca,0.375,NIC,0.0584,0.85,low,lexical+cse
organicnightserum.com,organicnightserum.com,0.3571,NIC,0.0999,0.7429,low,lexical+cse
freemandigital.co.il,freemandigital.co.il,0.334,IOCL,0.2348,0.4828,low,lexical+cse
nicklpayments.com,nicklpayments.com,0.3674,NIC,0.0946,0.7765,low,lexical+cse
receitadafilha.com.br,receitadafilha.com.br,0.3357,ICICI,0.2363,0.4848,low,lexical+cse
laprimeraclinica.com,laprimeraclinica.com,0.3521,NIC,0.0868,0.75,low,lexical+cse
yogacampindia.xyz,yogacampindia.xyz,0.3127,PNB,0.2012,0.48,low,lexical+cse
eagleorganicfoods.online,eagleorganicfoods.online,0.349,NIC,0.0983,0.725,low,lexical+cse
sonicvault.xyz,sonicvault.xyz,0.4479,NIC,0.2037,0.8143,low,lexical+cse
nannettivistorias.com.br,nannettivistorias.com.br,0.3013,ICICI,0.2429,0.3889,low,lexical+cse
erossbiocare.com,erossbiocare.com,0.362,SBI,0.0783,0.7875,low,lexical+cse
mtsikaba.sch.id,mtsikaba.sch.id,0.3152,NIC,0.2079,0.4762,low,lexical+cse
jpsonicloh.com,jpsonicloh.com,0.3731,NIC,0.079,0.8143,low,lexical+cse
onulee.top,onulee.top,0.304,PNB,0.1733,0.5,low,lexical+cse
descoontai.com.br,descoontai.com.br,0.3251,ICICI,0.22,0.4828,low,lexical+cse
mechanicalhealthnutrition.com,mechanicalhealthnutrition.com,0.3457,NIC,0.1073,0.7034,low,lexical+cse
extranetvpn.xyz,extranetvpn.xyz,0.3062,PNB,0.1929,0.4762,low,lexical+cse
oleaverabotanicals.com,oleaverabotanicals.com,0.3533,NIC,0.0979,0.7364,low,lexical+cse
3tsbik5.sbs,3tsbik5.sbs,0.4028,SBI,0.0896,0.8727,low,lexical+cse
movingconnection.com.br,movingconnection.com.br,0.323,ICICI,0.2336,0.4571,low,lexical+cse
fogo777.in,fogo777.in,0.3101,NIC,0.1002,0.625,low,lexical+cse
gorevil.xyz,gorevil.xyz,0.3021,NIC,0.1898,0.4706,low,lexical+cse
docokhitienich.click,docokhitienich.click,0.4173,NIC,0.1955,0.75,low,lexical+cse
nhcmodel.com.br,nhcmodel.com.br,0.3025,ICICI,0.2079,0.4444,low,lexical+cse
periciamecanica.com,periciamecanica.com,0.3511,NIC,0.08,0.7579,low,lexical+cse
monteriggioniclothing.com,monteriggioniclothing.com,0.3454,NIC,0.0957,0.72,low,lexical+cse
oxeaqui.com.br,oxeaqui.com.br,0.3099,ICICI,0.2088,0.4615,low,lexical+cse
pnbcvpn.bond,pnbcvpn.bond,0.3778,PNB,0.0631,0.85,low,lexical+cse
organicsoaphub.store,organicsoaphub.store,0.3601,NIC,0.1002,0.75,low,lexical+cse
waysidemechanicals.ca,waysidemechanicals.ca,0.3532,NIC,0.0935,0.7429,low,lexical+cse
seoulhealthclinic.com,seoulhealthclinic.com,0.3542,NIC,0.0952,0.7429,low,lexical+cse
unicodeuniverse.shop,unicodeuniverse.shop,0.3567,NIC,0.0945,0.75,low,lexical+cse
condisa.com.ar,condisa.com.ar,0.3359,ICICI,0.2008,0.5385,low,lexical+cse
korvin.top,korvin.top,0.3074,NIC,0.1789,0.5,low,lexical+cse
amacomunicaciones.com,amacomunicaciones.com,0.3472,NIC,0.0835,0.7429,low,lexical+cse
loyalty-electronicline.com,loyalty-electronicline.com,0.3492,NIC,0.1051,0.7154,low,lexical+cse
riznica8.com,riznica8.com,0.3924,NIC,0.0873,0.85,low,lexical+cse
six8936.life,six8936.life,0.3314,SBI,0.1313,0.6316,low,lexical+cse
edwanicontracting.com,edwanicontracting.com,0.3542,NIC,0.0952,0.7429,low,lexical+cse
login-sl.icu,login-sl.icu,0.3039,SBI,0.189,0.4762,low,lexical+cse
nickneeds.com,nickneeds.com,0.3774,NIC,0.0752,0.8308,low,lexical+cse
useintegra.com.br,useintegra.com.br,0.3003,ICICI,0.2246,0.4138,low,lexical+cse
bangsajpkings.xyz,bangsajpkings.xyz,0.3215,BoB,0.2024,0.5,low,lexical+cse
unicornreviews.net,unicornreviews.net,0.359,NIC,0.0871,0.7667,low,lexical+cse
moronimanutencao.com.br,moronimanutencao.com.br,0.3011,ICICI,0.2351,0.4,low,lexical+cse
awmeletromecanica.com.br,awmeletromecanica.com.br,0.4352,NIC,0.242,0.725,low,lexical+cse
berenicshuttles.com,berenicshuttles.com,0.3607,NIC,0.0959,0.7579,low,lexical+cse
lamaninfo.web.id,lamaninfo.web.id,0.3208,SBI,0.2147,0.48,low,lexical+cse
slideai.xyz,slideai.xyz,0.333,SBI,0.1847,0.5556,low,lexical+cse
aleartbel.xyz,aleartbel.xyz,0.3223,Airtel,0.1863,0.5263,low,lexical+cse
souprimal.com.br,souprimal.com.br,0.3003,ICICI,0.2147,0.4286,low,lexical+cse
seniorrecife.com.br,seniorrecife.com.br,0.3382,ICICI,0.2196,0.5161,low,lexical+cse
koutoubiadentalclinic.com,koutoubiadentalclinic.com,0.3503,NIC,0.1039,0.72,low,lexical+cse
qidian.work,qidian.work,0.3508,IOCL,0.1847,0.6,low,lexical+cse
vavada-online850.buzz,vavada-online850.buzz,0.3334,SBI,0.2445,0.4667,low,lexical+cse
clickingempire123.top,clickingempire123.top,0.3195,ICICI,0.2408,0.4375,low,lexical+cse
bunicashop.company,bunicashop.company,0.3622,NIC,0.0926,0.7667,low,lexical+cse
hiroka-clinic.com,hiroka-clinic.com,0.3641,NIC,0.0892,0.7765,low,lexical+cse
innic.sbs,innic.sbs,0.4028,NIC,0.049,0.9333,low,lexical+cse
aurelinsorganics.com,aurelinsorganics.com,0.3574,NIC,0.0956,0.75,low,lexical+cse
momokobottegabotanica.com,momokobottegabotanica.com,0.3439,NIC,0.0932,0.72,low,lexical+cse
aconsultoriaestrategica.com.br,aconsultoriaestrategica.com.br,0.3038,SBI,0.267,0.359,low,lexical+cse
visionoraculo.com.ar,visionoraculo.com.ar,0.3353,ICICI,0.2256,0.5,low,lexical+cse
higiaequipa.com.br,higiaequipa.com.br,0.3225,ICICI,0.2264,0.4667,low,lexical+cse
bigenam.xyz,bigenam.xyz,0.3361,SBI,0.1898,0.5556,low,lexical+cse
jgsorganicpetals.com,jgsorganicpetals.com,0.3607,NIC,0.1012,0.75,low,lexical+cse
lapurpuraoficial.com.ar,lapurpuraoficial.com.ar,0.323,ICICI,0.2336,0.4571,low,lexical+cse
dailyorganic.store,dailyorganic.store,0.3641,NIC,0.0958,0.7667,low,lexical+cse
sjgifo.click,sjgifo.click,0.3112,IOCL,0.1853,0.5,low,lexical+cse
suryaclinichyd.com,suryaclinichyd.com,0.3634,NIC,0.0946,0.7667,low,lexical+cse
chroniclepost.info,chroniclepost.info,0.3615,NIC,0.0915,0.7667,low,lexical+cse
vinzinc.top,vinzinc.top,0.3077,IOCL,0.1796,0.5,low,lexical+cse
platinummedia.xyz,platinummedia.xyz,0.3155,PNB,0.2058,0.48,low,lexical+cse
shcb.co.in,shcb.co.in,0.3085,NIC,0.1808,0.5,low,lexical+cse
yuchun-mechanical.com,yuchun-mechanical.com,0.3561,NIC,0.0982,0.7429,low,lexical+cse
cathimports.com.br,cathimports.com.br,0.3195,ICICI,0.2213,0.4667,low,lexical+cse
solanica.io,solanica.io,0.3871,NIC,0.0633,0.8727,low,lexical+cse
rossotono-sannicandro.com,rossotono-sannicandro.com,0.3458,NIC,0.0963,0.72,low,lexical+cse
bobstgroup.online,bobstgroup.online,0.3646,BoB,0.0901,0.7765,low,lexical+cse
bayernmunichfamily.com,bayernmunichfamily.com,0.3564,NIC,0.103,0.7364,low,lexical+cse
six8936.click,six8936.click,0.3039,SBI,0.2398,0.4,low,lexical+cse
singasanapost.web.id,singasanapost.web.id,0.303,IOCL,0.2291,0.4138,low,lexical+cse
eternalongevityclinic.net,eternalongevityclinic.net,0.3468,NIC,0.098,0.72,low,lexical+cse
yahnaorganics.shop,yahnaorganics.shop,0.3597,NIC,0.0883,0.7667,low,lexical+cse
etecman.com.br,etecman.com.br,0.3051,ICICI,0.2008,0.4615,low,lexical+cse
energytraumatherapy.clinic,energytraumatherapy.clinic,0.3509,NIC,0.1079,0.7154,low,lexical+cse
cigpepa.xyz,cigpepa.xyz,0.333,SBI,0.1847,0.5556,low,lexical+cse
suibiannii.xyz,suibiannii.xyz,0.3006,SBI,0.1836,0.4762,low,lexical+cse
cogniclear.co,cogniclear.co,0.3765,NIC,0.0736,0.8308,low,lexical+cse
alexonline.xyz,alexonline.xyz,0.3213,SBI,0.1876,0.5217,low,lexical+cse
sandibetnih9.click,sandibetnih9.click,0.3069,IOCL,0.2152,0.4444,low,lexical+cse
goldvpn.xyz,goldvpn.xyz,0.3021,NIC,0.1898,0.4706,low,lexical+cse
buyaunicorn.com,buyaunicorn.com,0.369,NIC,0.0817,0.8,low,lexical+cse
growmyclinic.io,growmyclinic.io,0.3682,NIC,0.0803,0.8,low,lexical+cse
simenangg.xyz,simenangg.xyz,0.3144,SBI,0.1907,0.5,low,lexical+cse
usinacreator.com.br,usinacreator.com.br,0.3166,ICICI,0.2267,0.4516,low,lexical+cse
aimobilebanking.com,aimobilebanking.com,0.3207,BoB,0.09,0.6667,low,lexical+cse
institutopaladino.com.br,institutopaladino.com.br,0.3041,ICICI,0.2475,0.3889,low,lexical+cse
winriseelectronics.com,winriseelectronics.com,0.3506,NIC,0.0934,0.7364,low,lexical+cse
corenova.io.vn,corenova.io.vn,0.3183,NIC,0.1971,0.5,low,lexical+cse
male-clinic.live,male-clinic.live,0.3634,NIC,0.0807,0.7875,low,lexical+cse
nicholasedwardgardens.com,nicholasedwardgardens.com,0.3522,NIC,0.107,0.72,low,lexical+cse
ripaniconsulting.com,ripaniconsulting.com,0.3578,NIC,0.0963,0.75,low,lexical+cse
equione.com.br,equione.com.br,0.3075,ICICI,0.2048,0.4615,low,lexical+cse
enclinical-labo.com,enclinical-labo.com,0.3569,NIC,0.0896,0.7579,low,lexical+cse
mlsbip0.sbs,mlsbip0.sbs,0.3944,SBI,0.0755,0.8727,low,lexical+cse
maemagnetica.com.br,maemagnetica.com.br,0.3142,ICICI,0.2226,0.4516,low,lexical+cse
tusherpanel.xyz,tusherpanel.xyz,0.3043,SBI,0.2041,0.4545,low,lexical+cse
xautenic.com,xautenic.com,0.3873,NIC,0.0789,0.85,low,lexical+cse
artbyunic.xyz,artbyunic.xyz,0.4493,NIC,0.195,0.8308,low,lexical+cse
shopfun.click,shopfun.click,0.3075,HDFC,0.195,0.4762,low,lexical+cse
cryptoclinic.xyz,cryptoclinic.xyz,0.4329,NIC,0.1965,0.7875,low,lexical+cse
nicolletmn.com,nicolletmn.com,0.3692,NIC,0.0725,0.8143,low,lexical+cse
bobibos.com,bobibos.com,0.3817,BoB,0.0544,0.8727,low,lexical+cse
gxsvc.win,gxsvc.win,0.3073,NIC,0.0678,0.6667,low,lexical+cse
harmonicworlds.com,harmonicworlds.com,0.3615,NIC,0.0915,0.7667,low,lexical+cse
sijos.life,sijos.life,0.3197,SBI,0.0622,0.7059,low,lexical+cse
roserhettbotanicals.com,roserhettbotanicals.com,0.3529,NIC,0.1012,0.7304,low,lexical+cse
yieldbranding.xyz,yieldbranding.xyz,0.3215,BoB,0.2024,0.5,low,lexical+cse
biostar.life,biostar.life,0.3,SBI,0.0789,0.6316,low,lexical+cse
elementoorganic.com,elementoorganic.com,0.3565,NIC,0.0889,0.7579,low,lexical+cse
institutoneuroclinic.com,institutoneuroclinic.com,0.3465,NIC,0.0942,0.725,low,lexical+cse
drsolutionclinic.com,drsolutionclinic.com,0.3538,NIC,0.0896,0.75,low,lexical+cse
kalmvao.icu,kalmvao.icu,0.3461,NIC,0.1847,0.5882,low,lexical+cse
ninenewnicole.xyz,ninenewnicole.xyz,0.4253,NIC,0.1913,0.7765,low,lexical+cse
bobafettsol.xyz,bobafettsol.xyz,0.438,BoB,0.1966,0.8,low,lexical+cse
clinichope.online,clinichope.online,0.3559,NIC,0.0756,0.7765,low,lexical+cse
mindahand.top,mindahand.top,0.33,IOCL,0.1863,0.5455,low,lexical+cse
szandiae.icu,szandiae.icu,0.3017,IOCL,0.1853,0.4762,low,lexical+cse
gasolinepoint.xyz,gasolinepoint.xyz,0.3081,SBI,0.2058,0.4615,low,lexical+cse
naf5ve.top,naf5ve.top,0.3199,PNB,0.1998,0.5,low,lexical+cse
tahitivolcanicwater.com,tahitivolcanicwater.com,0.3518,NIC,0.0994,0.7304,low,lexical+cse
useozzi.com.br,useozzi.com.br,0.3075,ICICI,0.2048,0.4615,low,lexical+cse
gominers.xyz,gominers.xyz,0.3073,SBI,0.1947,0.4762,low,lexical+cse
betpp.xyz,betpp.xyz,0.3036,SBI,0.1727,0.5,low,lexical+cse
pixelracerchronicle.com,pixelracerchronicle.com,0.35,NIC,0.0963,0.7304,low,lexical+cse
moviscleaningco.top,moviscleaningco.top,0.3109,BoB,0.207,0.4667,low,lexical+cse
arther.xyz,arther.xyz,0.3074,Airtel,0.1789,0.5,low,lexical+cse
sysolonline.xyz,sysolonline.xyz,0.3135,SBI,0.1891,0.5,low,lexical+cse
nutrivilela.com.br,nutrivilela.com.br,0.3232,ICICI,0.2276,0.4667,low,lexical+cse
toppixdigital.com.br,toppixdigital.com.br,0.3398,ICICI,0.2329,0.5,low,lexical+cse
n3864g41.icu,n3864g41.icu,0.3212,NIC,0.2686,0.4,low,lexical+cse
third-life.xyz,third-life.xyz,0.3402,HDFC,0.2034,0.5455,low,lexical+cse
hunonicmienam.xyz,hunonicmienam.xyz,0.4313,NIC,0.2012,0.7765,low,lexical+cse
minicooper.online,minicooper.online,0.3572,NIC,0.0777,0.7765,low,lexical+cse
mboutiqueartesanalesbisuteria.com,mboutiqueartesanalesbisuteria.com,0.3464,SBI,0.1168,0.6909,low,lexical+cse
symbolising.xyz,symbolising.xyz,0.3026,BoB,0.1966,0.4615,low,lexical+cse
iitguide.co.in,iitguide.co.in,0.3192,NIC,0.1987,0.5,low,lexical+cse
bobosha.click,bobosha.click,0.4441,BoB,0.1863,0.8308,low,lexical+cse
arborhotel.xyz,arborhotel.xyz,0.3174,Airtel,0.1956,0.5,low,lexical+cse
nicolafix.fr,nicolafix.fr,0.3845,NIC,0.0742,0.85,low,lexical+cse
hotshotsbingofriday.shop,hotshotsbingofriday.shop,0.3518,SBI,0.103,0.725,low,lexical+cse
connectbit.xyz,connectbit.xyz,0.3237,SBI,0.1916,0.5217,low,lexical+cse
domtajemnic.pl,domtajemnic.pl,0.3788,NIC,0.0886,0.8143,low,lexical+cse
acupunturistaemrecife.com.br,acupunturistaemrecife.com.br,0.3168,ICICI,0.2614,0.4,low,lexical+cse
nicoleperkinsportfolio.com,nicoleperkinsportfolio.com,0.3482,NIC,0.1035,0.7154,low,lexical+cse
unicoducas.pro,unicoducas.pro,0.374,NIC,0.0805,0.8143,low,lexical+cse
tailoredtech.click,tailoredtech.click,0.3197,Airtel,0.1994,0.5,low,lexical+cse
bansko.bar,bansko.bar,0.3282,BoB,0.0622,0.7273,low,lexical+cse
capitanicefishing.online,capitanicefishing.online,0.3489,NIC,0.0982,0.725,low,lexical+cse
encontreimeuimovelgo.com.br,encontreimeuimovelgo.com.br,0.3164,ICICI,0.2538,0.4103,low,lexical+cse
bobvangolf.online,bobvangolf.online,0.3599,BoB,0.0822,0.7765,low,lexical+cse
tisiif.or.id,tisiif.or.id,0.3095,ICICI,0.1826,0.5,low,lexical+cse
novedadeselectronicaspaled.com.mx,novedadeselectronicaspaled.com.mx,0.4437,NIC,0.2789,0.6909,low,lexical+cse
2idi4nn5.icu,2idi4nn5.icu,0.3214,IOCL,0.2182,0.4762,low,lexical+cse
imrexecutive.co.uk,imrexecutive.co.uk,0.3071,IRCTC,0.222,0.4348,low,lexical+cse
socialsbydenice.com,socialsbydenice.com,0.3589,NIC,0.0929,0.7579,low,lexical+cse
cyberunicorn.solutions,cyberunicorn.solutions,0.3527,NIC,0.0969,0.7364,low,lexical+cse
rodrigopretti.com.br,rodrigopretti.com.br,0.3097,ICICI,0.2245,0.4375,low,lexical+cse
zealixhotel.xyz,zealixhotel.xyz,0.3062,Airtel,0.1929,0.4762,low,lexical+cse
robiatronic.com,robiatronic.com,0.3659,NIC,0.0766,0.8,low,lexical+cse
lohmvan.icu,lohmvan.icu,0.3021,NIC,0.1898,0.4706,low,lexical+cse
bobloan.xyz,bobloan.xyz,0.4568,BoB,0.1796,0.8727,medium,lexical+cse
nickwestelectronics.store,nickwestelectronics.store,0.3463,NIC,0.0971,0.72,low,lexical+cse
4bi08e.top,4bi08e.top,0.3264,SBI,0.2303,0.4706,low,lexical+cse
metindemirmuhasebe.com.tr,metindemirmuhasebe.com.tr,0.3051,ICICI,0.2492,0.3889,low,lexical+cse
